hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,res_permits,non_res_permits,total_permits,permits_2025_res,permits_2025_nr,permits_2025_total,source_file,source_sheet
"Wasatch Mtns, West-Central",BR7316,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",14,1,,14,1,,2026_BLACK_BEAR.xlsx,Sheet1
Nine Mile,BR7317,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",9,1,,9,1,,2026_BLACK_BEAR.xlsx,Sheet1
Beaver,BR7318,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,,1,0,,2026_BLACK_BEAR.xlsx,Sheet1
Cache/Ogden,BR7320,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",4,0,,4,0,,2026_BLACK_BEAR.xlsx,Sheet1
"Kamas/North Slope, Summit",BR7321,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",5,0,,5,0,,2026_BLACK_BEAR.xlsx,Sheet1
Mt Dutton,BR7322,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,,1,0,,2026_BLACK_BEAR.xlsx,Sheet1
Paunsaugunt,BR7323,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",1,0,,1,0,,2026_BLACK_BEAR.xlsx,Sheet1
Chalk Creek/East Canyon/Morgan-South Rich,BR7324,Either Sex,Black Bear,Multiseason,Conservation,"March 29 - May 26, 2025 | Jul 5 - 31, 2025 | Aug 1 - 31, 2025 | Sept 1 - Oct 26, 2025 | Nov 3 - 9, 2025 | Sept 1 - Oct 26, 2025",,,,,,,2026_BLACK_BEAR.xlsx,Sheet1
Chalk Creek/East Canyon/Morgan-South Rich,BR7325,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,,1,0,,2026_BLACK_BEAR.xlsx,Sheet1
La Sal Mtns,BR7326,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",13,1,,13,1,,2026_BLACK_BEAR.xlsx,Sheet1
Cougar - Statewide,CG9999,Either Sex,Cougar,Any Legal Weapon,Statewide,,,,,,,,COUGAR STATEWIDE.xlsx,Sheet1
